full_text;Location;Sentimen
Prabowo Pakai Heli Kunjungi Korban Erupsi Marapi Andre Rosiade: Sumbar Kampung Keduanya https://t.co/bRGHWu6GO1;Sumatera Barat, Indonesia;Positif
Menteri Pertahanan (Menhan) RI Prabowo Subianto menyampaikan berlangsungkawa kepada para korban erupsi Gunung Marapi yang terjadi pada Minggu (3/12) d... https://t.co/e6d61jajlB;Jakarta, Indonesia;Negatif
Menhan Prabowo sampaikan belasungkawa pada korban erupsi Marapi https://t.co/iwZpgnZF9j;Jakarta, Indonesia;Negatif
Prabowo Subianto menyambangi posko bencana korban erupsi Gunung Marapi di Kabupaten Agam Sumbar. #newsupdate #update #news #text https://t.co/1v90IZwZv9;Jakarta, Indonesia;Positif
Prabowo Kunjungi Korban Erupsi Gunung Marapi Sumatera Barat Hari Ini https://t.co/9PSbutVcnG #TempoNasional;Jakarta, Indonesia;Positif
Kisah Pilu Siska Afrina Korban Terakhir Erupsi Gunung Marapi yang Gagal Diwisuda https://t.co/jsms6P2QKv;Sumatera Barat, Indonesia;Negatif
Direktur dan Sivitas Akademika Politeknik Negeri Madiun menyampaikan belasungkawa kepada seluruh korban erupsi Gunung Marapi Sumatra Barat. Terkhusus bagi mahasiswa Politeknik Negeri Padang. Semoga Allah SWT memberikan tempat terbaik di sisi-Nya. Amin. https://t.co/upzIy2A456;Kota Madiun, Jawa Timur;Negatif
11 Hari Lagi Wisuda Siska Afrina Pendaki Gunung Marapi Jadi Korban Tewas Erupsi Sang Ayah Tegar https://t.co/Xc1hS1vYlg via @tribunnews https://t.co/gs0NIO0VW6;Surabaya, Jawa Timur;Negatif
Kebetulan kejadian erupsi gunung marapi itu di daerah gue sumatera barat dan korban dari universitas gue ternyata ada ber 5 orang sedih banget asli;Sumatera Barat, Indonesia;Negatif
[VIDEO] Cerita Menegangkan Penyelamatan Pendaki Korban Erupsi Marapi di Puncak https://t.co/cmnhGiMTYx #youtube https://t.co/CocrQhz1GR;Sumatera Barat, Indonesia;Negatif
Pengalaman pertama kali mendaki bagi Muhammad Ridho Kurniawan (21) menjadi pengalaman yang tak dilupakan. Ridho adalah korban erupsi Gunung Marapi yang selamat. https://t.co/PKpeEQKK9N;Aceh, Indonesia;Negatif
LISDA SAMPAIKAN DUKA MENDALAM BAGI KORBAN ERUPSI MARAPI https://t.co/vosS2yH4cI;Jakarta, Indonesia;Negatif
@sosmedkeras Rest in peace untuk seluruh korban jiwa yang gugur saat erupsi Gunung Marapi https://t.co/3nwxxNxFNP;Jakarta, Indonesia;Negatif
Tentara Israel Ledek Korban Erupsi Marapi Langsung Dibalas Hujatan Warganet - https://t.co/EVBKFUE7R7;Padang, Sumatera Barat;Negatif
Erupsi Gunung Marapi yang terjadi pada Minggu 3 Desember 2023 lalu memuntahkan abu setinggi 3.000 meter ke udara dan memakan puluhan korban. Diketahui sebelumnya dalam musibah tersebut Adan sempat menghubungi ibunya dan mengabarkan kondisinya yang tidak bisa berjalan serta https://t.co/83S73sPcph;Jakarta, Indonesia;Negatif
Tentara Israel Ledek Korban Erupsi Marapi Langsung Dibalas Hujatan Warganet https://t.co/pF8vqNtUwc;Sumatera Barat, Indonesia;Negatif
Teroris Zionist Tentara Israel Ledek Korban Erupsi Marapi Langsung Dibalas Hujatan Warganet https://t.co/GXfGSIU3kg;Sumatera Barat, Indonesia;Negatif
Kepala Pusat dan Keluarga Besar Pusat Layanan Pembiayaan Pendidikan turut berdukacita atas meninggalnya korban bencana alam erupsi Gunung Marapi sumatera Barat pada hari minggu tanggal 3 Desember 2023. Semoga korban diterima di sisi-Nya dan diberikan tempat terbaik. Aamiin https://t.co/3faFkzFTag;Sumatera Barat, Indonesia;Negatif
Kisah Korban Erupsi Gunung Marapi Jenazahnya Beraroma Wangi Sosok Frengki Dikagumi Banyak Orang https://t.co/eCqvbuVqIR lewat @tribunnews;Bogor, Jawa Barat;Negatif
Al-fatihah untuak kawanÃÂ² yg gugur karna erupsi MARAPI 3 desember 2023 sumatera barat jam 3 korban gugur 23 yg selamat 52 dan semoga cepat pulih untuk kawanÃÂ² yg sedang di rawat di rumah sakit ga kenal tapi lintua hati mancaliak jo mandanga carito e;Sumatera Barat, Indonesia;Negatif
Tentara Israel Ledek Korban Erupsi Marapi Langsung Dibalas Hujatan Warganet https://t.co/gmUFSQpjlg https://t.co/TzyB69u1B9;Karawang, Jawa Barat;Negatif
RS Achmad Mochtar Bukittinggi memastikan tidak ada pungutan biaya dalam perawatan serta proses identifikasi dan pengurusan hingga pemulangan jenazah para korban erupsi Gunung Marapi. #erupsimarapi #Marapi #MedcomID https://t.co/InwDI14wZJ;Jakarta, Indonesia;Positif
Tentara Israel Ledek Korban Erupsi Marapi Langsung Dibalas Hujatan Warganet https://t.co/5bfanhEzkR https://t.co/5bfanhEzkR;Jakarta, Indonesia;Negatif
Kisah Ridho Korban Alami Luka Bakar Akibat Erupsi Gunung Marapi Turun Sambil Ngesot dari Puncak https://t.co/Hpnyeddppz https://t.co/PVgjqIPxjM;Aceh, Indonesia;Negatif
Letusan Gunung Marapi di Kab. Agam menelan korban jiwa. Dari data yang tersedia 75 pendaki terjebak di sekitar area saat gunung erupsi. Simak informasi selengkapnya dalam #PopNewsKompasTV besok pukul 09.30 WIB hanya di KompasTV! : https://t.co/rUTSoY8ekA https://t.co/t311QZXUeP;Jakarta, Indonesia;Negatif
Profil dan Potret Prada Muhammad Arifin Anggota TNI yang Evakuasi Zhafirah Korban Erupsi Gunung Marapi Sumbar https://t.co/MoC5bYPDr8;Jakarta, Indonesia;Positif
Cerita Korban Selamat Erupsi Marapi: Takut Mendaki Lagi Tita Cahyani (25) merupakan korban selamat erupsi Gunung Marapi. Dia pun menceritakan bagaimana mencekamnya situasi pada saat erupsi berlangsung. https://t.co/A1dqiJw8do #20detik https://t.co/ExNEb3d4LI;Jakarta, Indonesia;Negatif
TENTARA Israel Ejek Korban Erupsi Gunung Marapi Anggap Musibah Lelucon: Indonesia 'Bobi' Terbakar Baca selengkapnya di https://t.co/lZoisO4jhm https://t.co/gWE281UXXl;Medan, Indonesia;Negatif
Lebih dari 100 warga ikut membantu dalam mengevakuasi korban erupsi Gunung Marapi sejak Minggu (03/12). Saat terjadi musibah kami akan meninggalkan pekerjaan kami untuk membantu. Apalagi ini bencana berskala nasional tentu kami harus turun tangan ujar salah satu warga. https://t.co/bmOdrA7rpL;Jakarta, Indonesia;Positif
Tentara Israel Ledek Korban Erupsi Marapi Langsung Dibalas Hujatan Warganet https://t.co/iFtzRIbwxb;Gorontalo, Indonesia;Negatif
mereka adalah manusia yang luar biasa mengevakuasi sekian banyak pendaki yang menjadi korban erupsi marapi baik yang sudah meninggal maupun yang cedera terima kasih. semoga menjadi kebaikan dan mendapat imbalan setimpal dari Allah SWT;Banten, Indonesia;Positif
Jumlah pendaki yang meninggal dunia akibat erupsi Gunung Marapi bertambah satu jiwa. Data mutakhir hingga Rabu (6/12) pukul 21.00 WIB total korban jiwa yang meninggal mencapai 23 jiwa. https://t.co/AWasScotGg;Jakarta, Indonesia;Negatif
Rumah Sakit Ahmad Muchtar (RSAM) Bukittinggi Sumatera Barat telah mengembalikan uang yang dipungut dari keluarga korban erupsi Gunung Marapi. https://t.co/fyInbAolZO;Jakarta, Indonesia;Positif
Frengki Candra Kusuma Korban Erupsi Gunung Marapi yang Jasadnya Keluarkan Bau Aroma Wangi https://t.co/gxzZdHo8wc;Sumatera Barat, Indonesia;Positif
Pendaki Wanita yang Jadi Korban Erupsi Gunung Marapi Jelang Wisuda Tuai Empati Netizen: Selamat Wisuda di Tempat Terindah https://t.co/xcI0iHikag;Pulo Gadung, Indonesia;Negatif
Selama Proses Evakuasi Berlangsung Pimpinan Universitas Bung Hatta Dampingi Keluarga Mahasiswa Korban Erupsi Gunung Marapi https://t.co/WXyCrdiu1p https://t.co/P8rw8sEgXq;Padang, Sumatera Barat;Negatif
Kisah Pilu Ibu dan Anak Jadi Korban Erupsi Gunung Marapi Saat Mendaki Bersama https://t.co/JPhDQCu4oq;Sleman, Indonesia;Negatif
Padang - Prabowo ke Sumbar Besok Salah Satu Agendanya Santuni Korban Erupsi Gunung MarapiCalon Presiden nomor urut 2 Prabowo Subianto dijadwalkan ke Sumatera Barat (Sumbar). Salah satu agendanya adalah mengunjungi korban letusan Gunung Marapi. #Prabowo;Padang, Sumatera Barat;Positif
Dua benda that tore my heart into pieces  cerita arwah Zayn &amp  cerita korban erupsi Mt Marapi.;Kalimantan Tengah, Indonesia;Negatif
Pemko Padang Panjang Kembali Salurkan Bantuan Korban Terdampak Erupsi Marapi https://t.co/EV7fYmdsk0;Padang Panjang, Indonesia;Positif
Korban Trrdampak Erupsi Marapi Kembali Terima Bantuan https://t.co/KysQKUnMGu;Padang, Sumatera Barat;Positif
75 Korban Erupsi Gunung Marapi Ditemukan 23 Meninggal Pencarian Resmi Dihentikan - https://t.co/nz1zC9OmHt https://t.co/qJM5zJZHD9 https://t.co/rVbrTqR0FY;Tambun, Indonesia;Negatif
75 Korban Erupsi Gunung Marapi Ditemukan 23 Meninggal Pencarian Resmi Dihentikan - https://t.co/lAalZnfUWD https://t.co/8Qs7M778Mq https://t.co/ijwFKqy7pQ;Bogor, Jawa Barat;Negatif
Tangis Haru suasana pemakaman Zhafirah atau Ife korban erupsi Gunung Marapi. Berhasil selamat dan dievakuasi serta kirim video yang pada akhirnya viral Zhafirah sempat dirawat di rumah sakit sebelum meninggal dunia. NNN #KorbanMarapi #Erupsi #GunungMarapi #Zhafirah #Ife https://t.co/Wjxs1cJsHO;Jakarta, Indonesia;Negatif
Mengenal Lebih Dekat Sosok Siska Afrina Korban Erupsi Marapi Yang Gagal Wisuda https://t.co/IZUZMELNJn;Sumatera Barat, Indonesia;Negatif
Dua korban jiwa erupsi Marapi sedianya diwisuda pada Senin (18/12/2023). Mereka adalah Siska Afrina dan Frengki Candra Kusuma. https://t.co/d6ZNaz7ksF;Jakarta, Indonesia;Negatif
Orang tua Siska Afrina dan Frengki Chandra Kusuma datang ke Auditorium Universitas Negeri Padang (UNP) mewakili buah hatinya Siska Afrina dan Frengki Chandra Kusuma yang menjadi korban erupsi Gunung Marapi Senin (18/12). Suasana haru pun langsung menyelimuti kampus. https://t.co/lBo6XjHU5M;Jakarta, Indonesia;Negatif
Innalillahiwainnailaihirojiun ! Zhafirah Zahrim Febrina Korban Erupsi Gunung Marapi Meninggal Dunia Setelah 13 Hari Dirawat https://t.co/X6jncdMPaR;Padang, Sumatera Barat;Negatif
Keluarga korban erupsi Marapi Siska Afrina dan Frengki Candra mewakili keduanya untuk wisuda di UNP pada Senin (18/12/2023). https://t.co/8xK5BKatc3;Jakarta, Indonesia;Negatif
Innalillahi Ife Korban Erupsi Gunung Marapi Meninggal Dunia Sempat Dirawat 13 Hari https://t.co/2EHd4huufF;Jakarta, Indonesia;Negatif
Dirawat Selama 13 Hari Penyebab Kematian Zhafira Pendaki Korban Erupsi Gunung Marapi Terungkap https://t.co/v20FiRKWFV;Semarang, Indonesia;Negatif
Korban Meninggal Erupsi Marapi Wisuda Orang Tua Hadir Ceritakan Perasaannya https://t.co/KbhlSD0xGA;Padang, Sumatera Barat;Negatif
Hari Ini UNP Wisuda Rektor Prof. Ganefri Berduka 4 Mahasiswa dan 2 Alumni Korban Erupsi Marapi https://t.co/muWraHYlqr;Sumatera Barat, Indonesia;Negatif
Sepekan Agenda Kerja Menteri Pertahanan Prabowo Subianto @prabowo berisi sejumlah kegiatan yang diawali dengan penyerahan bantuan kepada korban bencana erupsi Gunung Marapi di Sumatera Barat. https://t.co/lCtBJbCw9y;Jakarta, Indonesia;Positif
Gubernur Riau Kunjungi Arbi Korban Erupsi Gunung Marapi https://t.co/asjgS2GF2w https://t.co/HFTlO647Qx;Riau, Indonesia;Positif
Kunjungi Korban Erupsi Gunung Marapi Prabowo Disambut Teriakan Presiden hingga Pak Gemoy - https://t.co/ImjDkWGysS https://t.co/1PBGah59gK #MenangSeputaran;Jakarta, Indonesia;Positif
Wisuda Frengki Candra Kusuma dan Siska Korban Marapi Akan Digantikan Ortu UNP akan mewisuda dua mahasiswanya yang jadi korban tewas erupsi Gunung Marapi yaitu Siska Afrina (22) dan Frengki Candra Kusuma (23). &gt &gt;Sumatera Barat, Indonesia;Negatif
Jasad Frengki Korban Marapi Disebut Keluarkan Aroma Wangi Frengki Candra (23) mahasiswa UNP yang jadi salah satu korban tewas akibat erupsi Gunung Marapi jasadnya disebut wangi saat dievakuasi. Seperti apa sosoknya? &gt &gt;Sumatera Barat, Indonesia;Positif
Frengki Candra Kusuma merupakan salah satu korban tewas erupsi Gunung Marapi. Semasa hidup dikenal sebagai sosok hafiz Al Quran. Jasadnya keluarkan aroma wangi. Masya Allah... &gt &gt;Sumatera Barat, Indonesia;Positif
Sebuah pertanyaan terlintas di benak saya kemarin ada peristiwa gunung Marapi di Sumatera Barat erupsi. Tapi Ibu Tri Rismaharini sbg Menteri Sosial kok gak terdengar beritanya di media mainstream mengunjungi para korban erupsi Marapi. Sebagai Mensos Bu Risma kan mestinya https://t.co/iGh7GKtdIS;Sumatera Barat, Indonesia;Negatif
@petidies @convomf kemarin nangisin korban erupsi marapi;Sumatera Barat, Indonesia;Negatif
Prabowo mampir cek penanganan korban erupsi Marapi. Ngobrol dengan keluarga sampaikan rasa duka yang mendalam. dekade08;Bogor, Jawa Barat;Negatif
Menhan Prabowo berinteraksi dgn warga korban erupsi dan memberikan santunan dan memastikan fasilitas kesehatan di tempat pengungsian. Atas nama pemerintah Menhan Prabowo menyampaikan terima kasih dan penghargaan kpd pihakÃÂ² yg bekerja sama dlm menanggulangi erupsi Gunung Marapi. https://t.co/IlULFsXEny;Jakarta, Indonesia;Positif
Menhan Prabowo mengunjungi posko tanggap bencana erupsi Gunung Marapi di Kabupaten Agam Sumatera Barat Sabtu (9/12). Menhan Prabowo menyambangi dan memberikan santunan utk korban erupsi Gunung Marapi serta menyerahkan bantuan 35 unit sepeda motor untuk TNI dan Polri. lanjut https://t.co/FvN5AlVPBq;Jakarta, Indonesia;Positif
Pencarian dan evakuasi 75 korban erupsi Gunung Marapi telah ditutup 52 orang korban dinyatakan selamat dan 23 orang meninggal dunia. Tita Cahyani (25) merupakan salah satu korban selamat. Ia pun menceritakan situasi mencekam pada saat erupsi berlangsung di Gunung Marapi. https://t.co/WR6AOQaEnU;Sumatera Utara, Indonesia;Negatif
Proses Evakuasi Korban Erupsi Marapi Resmi Ditutup Proses evakuasi terhadap korban erupsi Gunung Marapi di Sumatera Barat (Sumbar) resmi dihentikan pada Rabu (6/12) malam. Sebelumnya proses pencarian terhadap korban dimulai sejak erupsi pada Minggu (3/12). Pemberhentian proses https://t.co/99WeHwxXO6;Sumatera Barat, Indonesia;Negatif
Tentara Israel Ledek Korban Erupsi Marapi Langsung Dibalas Hujatan Warganet https://t.co/mjj0jO3Kj0 #trending;Sumatera Barat, Indonesia;Negatif
Kisah Pilu Sang Ibu Setia Menanti Jenazah Putranya Bersama 7 Sahabatnya Korban Erupsi Gunung Marapi https://t.co/8PEo3n464L;Semarang, Indonesia;Negatif
@Resty_J_Cayah Erupsi Marapi? Naik gunung maksud nya..apa mengunjungi korban. Betapa sibuk nya si Andre bsk tu;Sumatera Barat, Indonesia;Negatif
Wali Kota Padang Hendri Septa Sambangi Rumah Anak dan Ibu Korban Erupsi Gunung Marapi via @infosumbar https://t.co/g68yDEUQhX #infosumbar;Padang, Sumatera Barat;Negatif
Ace Hasan Minta Pemerintah Percepat Evakuasi Korban dan Relokasi Masyarakat Terdampak Erupsi Marapi Sumbar #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/WJI56oWn6R;Jakarta, Indonesia;Positif
Kisah Pilu Siska Afrina Korban Terakhir Erupsi Gunung Marapi yang Gagal Diwisuda https://t.co/tu5CvpJ6jT #trending;Sumatera Barat, Indonesia;Negatif
Misi pencarian 75 korban erupsi Gunung Marapi di Sumatera Utara resmi dihentikan. Namun petugas masih akan melakukan penyisiran apabila mendapat informasi baru soal korban lainnya yang tidak masuk dalam data. ~J #ErupsiGunungMarapi #Marapi #Jernihkanharapan https://t.co/xZLGZmesBg;Jakarta, Indonesia;Negatif
Korban Erupsi Marapi Sumbar Bakal Dapat Santunan dari Prabowo Subianto https://t.co/msInbvWIoh;Sumatera Selatan, Indonesia;Positif
Berkat Sembunyi di Balik Batu Begini Cerita Mencekam Korban Selamat Erupsi Marapi https://t.co/ivxRRrewvP #trending;Sumatera Barat, Indonesia;Negatif
Korban Erupsi Marapi Sumbar Bakal Dapat Santunan Prabowo - IDN Times Sumatra Selatan https://t.co/HKAQ1oGI7U #BersamaIndonesiaMaju #PrabowoGemoy #KodeKita08Gemoy;Jakarta, Indonesia;Positif
Bagaimana Pembiayaan Korban Erupsi Gunung Marapi Sumbar di RSAM Bukittinggi? https://t.co/DjEsjZi6oJ;Padang, Sumatera Barat;Positif
Cerita Korban Selamat Erupsi Marapi: Takut Mendaki Lagi https://t.co/LJNJBgEr9F;Jakarta, Indonesia;Negatif
PENGUMUMAN PENTING Tim SAR Erupsi Gunung Marapi untuk Warga usai Evakuasi Korban Berakhir https://t.co/gsSkWsoZZX lewat @tribunnews;Pekanbaru, Riau;Negatif
Adan 'Pergi' Usai Selamatkan Teman dari Jurang saat Erupsi Gunung Marapi Seorang pendaki Adan jadi korban tewas saat terjadinya erupsi Gunung Marapi. Adan meninggal usai sempat menolong tiga temannya. &gt &gt;Sumatera Barat, Indonesia;Negatif
Rabu Dini Hari Gunung Lewotobi Laki-laki di NTT Meletus 6 Gunung Api Ini Juga Erupsi Marapi-Semeru https://t.co/kTCynf7ERd via @tribunnews;Jambi, Indonesia;Negatif
Gunung Marapi Erupsi Lagi Sudah Meletus 23 Kali hingga Selasa Siang https://t.co/aDpf4vZ1bY;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Meletus Lagi Dentuman keras terdengar sebelum terjadinya Erupsi Gunung Marapi (2891 mdpl) Pada hari Kamis tanggal 30 mei 2024 pukul 13.10 WIB Tinggi Kolom Abu mencapai 2.000 meter diatas puncak Gunung Marapi Tanah Datar - Agam Kamis 30 Mei 2024 #SumateraBarat https://t.co/itsXTJFLCI;Sumatera Barat, Indonesia;Negatif
YA ALLAH... Gunung Marapi kembali meletus pagi ini. Letusan abu vulkanik tercatat mencapai ketinggian 1 5 kilometer dari atas puncak. #detikSumut #GunungMarapi #SumateraBarat #Erupsi https://t.co/oiK6P84NQD;Sumatera Utara, Indonesia;Negatif
3 Maret. Ternyata hari ini 40 hari pasca erupsi Marapi. Pantesan efyepe aku dipenuhi alm Adan Nazatra Ife dkk. Alfatihah utk para korban. ;Jawa Barat, Indonesia;Negatif
Saat saya sedang pulang dari Bukittinggi tiba-tiba gunung Marapi erupsi dan mengeluarkan awan vulkanik yang tebal. Gunung Marapi ini memang sering meletus di beberapa bulan terakhir. Saya menepi sebentar mengeluarkan kamera dan memotret awan tebal ini. https://t.co/LmHxTaF7rX;Bukittinggi, Indonesia;Negatif
erupsi lagi tuh marapi hahahaha meletus lagi;Sumatera Barat, Indonesia;Negatif
Meletus 5 Kali Kemarin Hari Ini Gunung Marapi Erupsi Lagi Disertai Muntahan Abu Vulkanik https://t.co/JoAYvGQEw2 #TempoTekno;Sumatera Barat, Indonesia;Negatif
@bocahkosongggg tragedi 3 Desember 2023 pukul 14:54 WIB gunung marapi di sumbar meletus tau ga? nah sampai sekrang masih sering erupsi si marapinya.. kemaren jga meletus jam 11.20 sblum jumat...;Sumatera Barat, Indonesia;Negatif
Astagfirullah'alhadzim Mimpi gunung marapi meletus dlm mimpi itu aku di daerah bukittinggi lagi lihat gunung marapi erupsi kecil sambil vidio dan tiba-tiba gunung marapi meletus besar dan kena kita semburan ditambah gempa kuat juga banyak juga rumah rusak jgn sampai.;Bukittinggi, Indonesia;Negatif
Oh gw liat tweet ini lewat tadi malem ketar ketir sama doanya ajg terserah lu gak suka paslon mana tapi jangan doain Indonesia tsunami gunung meletus ajg gw disini kena dampak marapi mau dua bulan gak sembuh sembuh erupsi nya. Ini malah berdoa biar benca alam tolol. ;Padang Barat, Indonesia;Negatif
Bantuan Darurat BNPB dan Kemensos untuk Korban Erupsi Marapi di Padang Panjang https://t.co/BeqjJ9zA54;Padang, Sumatera Barat;Positif
jd kan jendela kamar ku ini ngadapnya lgsng ke arah marapi nah jd klo tiap tuh gunung meletus/erupsi gitu geteran nya sampe ke kamar mana ini kos isinya pd pulkam semua cuma bbrp org doang disini;Bukittinggi, Indonesia;Negatif
Niy ada tentara Pampers ejek korban erupsi Marapi. Sekalian gw screenshot akun ig-nya buat rujakan. https://t.co/LAf8k21v5I;Jakarta, Indonesia;Negatif
Bersimpati Perantau IKTDP Serahkan Bantuan Untuk Korban Erupsi Marapi https://t.co/AhmIjAs4s9;Jakarta, Indonesia;Positif
Perantau IKTDP Serahkan Bantuan Untuk Korban Erupsi Gunung Marapi https://t.co/ix19PKY1HJ;Sumatera Barat, Indonesia;Positif
Barusan Meletus Lagi Gunung Marapi Erupsi Selama 44 Detik https://t.co/n4D8epeQWu;Tebo, Jambi;Negatif
Desember nangisin korban erupsi Marapi mulu Januari nangisin fictional character curiga Februari gue penuh canda tawa bahagyaaaaaaa ngakak sampe keselek deh ;Jakarta, Indonesia;Negatif
Sempat Tenang Sehari Gunung Marapi Kembali Meletus Diiringi Suara Dentuman via @infosumbar https://t.co/4C885UHRc3 #infosumbar #GunungMarapi #Erupsi;Padang, Sumatera Barat;Negatif
Satuan Brimob Polda NTT menurunkan Tim Evakuasi Gabungan TNI-Polri dan BPBD untuk mencari dan mengevakuasi korban erupsi Gunung Marapi Lewotobi Laki-laki di Kabupaten Flores Timur Senin (15/01/2024). https://t.co/bjphVnxIY7;Depok, Indonesia;Positif
@faktacom_ Semoga erupsi marapi mereda dan tak makan korban jiwa kasihan para warga terkena dampaknya Semoga selalu dalam lindungan allah swt saudara2 kita @Milani @dewi @momoysheweet;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Kembali Erupsi Tak Ada Korban Jiwa tapi 100 Orang Dievakuasi https://t.co/LFF7EnKHwN #Lifestyle;Jakarta, Indonesia;Negatif
PKS Kota Payakumbuh turunkan relawan untuk bergabung dengan BPBD Kota Payakumbuh membantu korban Erupsi Gunung Marapi Senin (4/12/2023). #OrenKeren https://t.co/IjgM6HiZim;Payakumbuh, Sumatera Barat;Positif
@aurigae_ 4. sosiolog 15. kemarin nangisin korban erupsi marapi;Sumatera Barat, Indonesia;Negatif
@bobohucon Ada yg waras ada juga yg enggak. Cuman kalo dirata2 yah isinya orang2 bego. Masa korban erupsi gunung marapi yang kemarin meninggal pada bikin konten ( seandainya aku lebih dulu confess gue cowo gue nangis dll) mana kontennya pake foto2 almarhu;Jakarta, Indonesia;Negatif
VIDEO: Kesaksian Mengerikan Wanita Korban Erupsi Gunung Marapi saat Menyelamatkan Diri https://t.co/Jy3ibXa5pB;Jakarta, Indonesia;Negatif
Jefri Nichol ikut berduka atas meninggalnya Zhafirah Zahrim Febrina korban erupsi Gunung Marapi. https://t.co/9ZhM6m1wk6;Jakarta, Indonesia;Negatif
Prosesi Wisuda Korban Erupsi Gunung Marapi Yang Diwakilkan Oleh Orang Tua Korban https://t.co/iSeH3dw7zZ;Sumatera Barat, Indonesia;Negatif
Pilu! Suasana Haru Para Orang Tua yang Mewakilkan 2 Korban Erupsi Marapi di Acara Wisuda https://t.co/ZVAWUcAEwI;Jakarta, Indonesia;Negatif
Misteri di Gunung Marapi Sumbar. 75 orang menjadi korban 23 diantaranya meninggal dunia akibat erupsi tiba-tiba Gunung Marapi. Meski berstatus waspada dari tahun 2011 mengapa pendakian ke gunung paling aktif di Sumbar tersebut tetap dibuka? Bagaimana kisah para pendaki yang https://t.co/hCqzpk4RuT;Pulo Gadung, Indonesia;Negatif
@andre_rosiade @kafiradikalis Di foto itu tulisanya tiba di lanut dan menuju pasar raya. Jadi ke pasar raya itu untuk kampanye atau untuk kunjungi korban erupsi gunung marapi?;Aceh, Indonesia;Negatif
Prabowo Sampaikan Belasungkawa kepada Korban Erupsi Gunung Marapi https://t.co/nVyTbJdKc2;Sumatera Barat, Indonesia;Positif
Sepekan Gunung Marapi Sumbar Meletus 74 Kali: https://t.co/fvfXioYa49 - Dalam kurun sepekan mulai Ahad 3 Desember 2023 hingga Sabtu 9 Desember 2023 Gunung Marapi meletus atau erupsi sebanyak 74 kali serta mengalami 283 kali hembusan. Letusan terbanyak https://t.co/mXTE04W6UM https://t.co/5muc5UqHz3;Sumatera Barat, Indonesia;Negatif
Sholat Ghoib dan Doa Bersama untuk Korban Erupsi Gunung Marapi https://t.co/7MfkM4uSQp;Sumatera Barat, Indonesia;Positif
@traflgrtoi Iyo ni langsung sadar dom anda semenjak twit gunung marapi meletus WKWK;Jakarta, Indonesia;Negatif
Penampakan Jalan Usai Diguyur Hujan Abu Gunung Marapi: https://t.co/fvfXioYa49 -&amp nbsp Gunung Marapi yang berada di Provinsi Sumatera Barat (Sumbar) kembali meletus pada Jum&amp rsquo at malam 23 Agustus 2024. Pos Pengamatan Gunung Api (PGA) mengkonfirmasi https://t.co/7tVc3cYuMy https://t.co/nNw6hO6i1U;Riau, Indonesia;Negatif
Gunung Marapi Meletus Warga Panik dan Berhamburan ke Luar Rumah https://t.co/0awP9zeTAa;Sumatera Barat, Indonesia;Negatif
@txtdrjkt Gunung Marapi meletus lagi: https://t.co/8ogmVyqTuS;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Meletus Suara Gemuruh Terdengar hingga Tampak Pijar Api dan Material Vulkanik https://t.co/QiOHSQzS3n;Sumatera Barat, Indonesia;Negatif
@mynewshub Nsb la tak jd mcm kes gunung marapi. Meletus masa org daki dan ada yg terkorban;Sumatera Barat, Indonesia;Negatif
Stand Up Komedian Tolak Revisi UU Pilkada Gunung Marapi Meletus Lagi https://t.co/P7P93dTldA;Jakarta, Indonesia;Negatif
Stand Up Komedian Tolak Revisi UU Pilkada Gunung Marapi Meletus Lagi https://t.co/Qes40nk3Mb #News;Jakarta, Indonesia;Negatif
gempa di sumbar ya gaes. aku curiganya karna gunung Marapi yg meletus lagi;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Sumbar Dua Kali Meletus Sejak Semalam: https://t.co/fvfXioYa49 -&amp nbsp Gunung Marapi yang berada di Sumatera Barat (Sumbar) terpantau dua kali meletus sejak tadi malam. Letusannya sempat membuat warga yang tinggal di sekitar gunung kaget https://t.co/lBeev5hDVG https://t.co/pxQ1yyo21o;Sumatera Barat, Indonesia;Negatif
Gunung Marapi di Sumbar Meletus Lagi https://t.co/lSr1ILQp0e;Sumatera Selatan, Indonesia;Negatif
Terdengar Dentuman Keras Gunung Marapi Kembali Meletus https://t.co/I1Gt4yXtQm;Sumatera Barat, Indonesia;Negatif
Gunung Marapi Meletus Kolom Abu Menjulang Setinggi 2.000 Meter Warga Dilarang Mendekat https://t.co/y3mG0C13Kr;Padang, Sumatera Barat;Negatif
Ngeri tadi gunung Marapi meletus gede sekarang jadi panas suhunya gerah;Sumatera Barat, Indonesia;Negatif
Gunung Marapi di Sumatera Barat meletus penduduk dinasihat berwaspada #AWANInews #AWANI745 https://t.co/MSnw03wWjL;Kalimantan Tengah, Indonesia;Negatif
Gunung Marapi kembali meletus Gunung berapi itu kini berada pada tahap berjaga-jaga dan penduduk berdekatan diminta sentiasa berwaspada #sinarharian #GunungMarapi #Meletus https://t.co/2lTLtX8ZCT;Kalimantan Tengah, Indonesia;Negatif
Gunung Marapi Meletus Terdengar Dentuman Keras dan Semburkan Abu Vulkanik 2.000 Meter https://t.co/I7szpy6hvt;Jakarta, Indonesia;Negatif
